patent_number,title
US9007A,Improvement in hay-rakes 
US9008A,Improvement in the construction of soap-boilers 
US9009A,Bat-trap 
US9010A,Grease-cock 
US9011A,Improvement 
US9012A,Improved valve or gate for oblique-float paddle-wheels 
US9013A,Improvement in mills for crushing quartz 
US9014A,William compton 
US9015A,Manufacture of granular fuel from brush-wood and twigs 
US9016A,Improvement in machines for making cigars 
US9017A,Cast-iron cab-wheel 
US9018A,Machine for polishing daguerreotype-plates 
US9019A,Charles fleischbl 
US9020A,Improved machine for peaking sheet-metal tubes 
US9021A,Preparing cotton yarn for the manufacture of duck and other coarse 
US9022A,Organ 
US9023A,Carriage-axle 
US9024A,Motion of the lay in looms 
US9025A,And chas 
US9026A,Improvement in imitation stone 
US9027A,Improvement in preparations of archil 
US9028A,David kood 
US9029A,Saddle 
US9031A,Improvement in harvesters 
US9032A,mooee 
US9033A,Hanging mill-spindle 
US9034A,newhouse 
US9035A,Improvement in meat-cutters 
US9036A,Qbe-stamper 
US9037A,Improvement in hand seed-planters 
US9038A,Improvement in harvesters 
US9039A,Improvement in label-cards 
US9040A,Improvement in machines for making cordage 
US9041A,Improvement in sewing-machines 
US9042A,Machine for stamping ores 
US9043A,Wendell wright 
US9044A,Detaching harness from horses 
US9045A,Washing and amalgamating gold 
US9046A,Valve fob pumps 
US9047A,Improvement in bomb-lance for killing whales 
US9048A,Heat-radiator 
US9049A,Horse-power 
US9050A,cross 
US9051A,Uj-njli 
US9052A,Peters 
US9053A,Improvement in sewing-machines 
US9054A,Foot-car 
US9055A,Clover-harvester 
US9056A,lotjghbokottgh 
US9057A,Step and bearing of mill-spindles 
US9058A,Planing-machine 
US9059A,John r 
US9060A,lindsay 
US9061A,Improvement in plows 
US9062A,Timepiece 
US9063A,Millstone-dress 
US9064A,Hulling buckwheat 
US9065A,Samuel barker 
US9066A,Matthew augustus crooker 
US9067A,Revolving last-holdeb 
US9068A,Railroad-car 
US9069A,Improvement in potato-diggers and stone-gatherers 
US9070A,francis garachon 
US9072A,Hanging steps of mill-spindles 
US9073A,Jasper johnson 
US9074A,Improvement in molding hollow ware 
US9075A,Improved method of heating sheet-iron while in the process of manufacture 
US9076A,Improved compound anchor 
US9077A,Mixing moetab 
US9078A,Locomotive-ebtgilire 
US9079A,Skate 
US9080A,Belt-clasp 
US9081A,Method of kinging- bells 
US9082A,Bkick-maghiite 
US9083A,Sofa-bedstead 
US9084A,Improvement in railroad-cars 
US9085A,Improvement in connecting cocks with pipes 
US9086A,And wm 
US9087A,Improvement in processes for the manufacture of sugar 
US9088A,Thomas walker 
US9089A,Nathan ames 
US9090A,Coustrtjctioet of bridges 
US9091A,Car-seat 
US9092A,James s 
US9093A,Cowstrtjctioit of bridges 
US9094A,Hand-plane 
US9095A,Improvement in patterns for metal hubs 
US9096A,Portable grain-mill 
US9097A,Churn 
US9098A,Railroad-car brake 
US9099A,Improvement in processes for defecating sugar 
US9100A,Ctjtteb-head foe 
US9101A,Cordagre-machine 
US9102A,Island 
US9103A,peters 
US9104A,And ira reynolds 
US9105A,Improved combination of cutters for threading wood-screws 
US9106A,Thomas j 
US9107A,Pneumatic spring 
US9108A,Plabting-maghibte 
US9109A,Railroad-car brake 
US9110A,Island 
US9111A,Machine foe 
US9112A,Instrument for driving nails in difficult plages 
US9113A,Cast-iron caisson 
US9114A,Joseph g 
US9115A,Shingle-machine 
US9116A,Railroad-car brake 
US9117A,John mclaughlin 
US9118A,Shingle-machine 
US9119A,Improvement in benzole-lights 
US9120A,reading 
US9121A,Cast-ikon cab-wheel 
US9122A,Bedstead-fastening 
US9123A,Alarm-clock 
US9124A,Improvement in cotton-presses 
US9125A,Improvement in seed-planters 
US9126A,Marcus r 
US9127A,Fibe-eetgote 
US9128A,Improvement in car-seats 
US9129A,Improvement in plows 
US9130A,Machine fob 
US9131A,Linear motion 
US9132A,Egbert eastman 
US9133A,Crupper for harness 
US9134A,Improvement in grain and grass harvesters 
US9135A,Railroad-cab 
US9136A,Rice-huller 
US9137A,Improvement in grass-harvesters 
US9138A,Improvement in grass-harvesters 
US9139A,Improvement in sewing-machines 
US9140A,Gbain-sepakatok 
US9141A,Bailboad-car beake 
US9142A,Machine for rubbing stone 
US9143A,Wateb-pipe of twyers 
US9144A,Railroad-cab 
US9145A,Improvement in preparing zinc from the ores 
US9146A,Machine for forming button-backs 
US9147A,Saw for sawing stone 
US9148A,Churn and btjtter-wokker 
US9149A,Fastening for harness 
US9150A,jacot 
US9151A,Improvement in seed-planters 
US9152A,Improvement in soaps 
US9153A,Railroad-track clearer 
US9154A,Block for stretching coats 
US9155A,Samuel m 
US9156A,Mobtisibtg-machine 
US9157A,Charles sibdhof 
US9158A,Graduated cutter por cloth and other substances 
US9159A,Improvement in compounds for uniting steel and iron 
US9160A,moore 
US9161A,Railroad-cab 
US9162A,Loom for weaving figured fabrics 
US9163A,Eugene bourdon 
US9164A,Improvement in dumping-wagons 
US9165A,Tally-board 
US9166A,Casting stereotype-plates 
US9167A,Composition eor preserving butter 
US9168A,Improvement in looms for weaving figured fabrics 
US9169A,Mitchell c 
US9170A,Scale eoe 
US9171A,Jacqtjard loom 
US9172A,Ezra hough 
US9173A,Improved elastic horseshoe 
US9174A,Improvement in scythe-fastenings 
US9175A,Improvement in processes for making illuminating-gas 
US9176A,brown 
US9177A,Improvement in casting type 
US9178A,Cider-mill 
US9179A,Henry w 
US9180A,Method of sectrarktg movable points of railroad-frogs 
US9181A,Improvement in tanning 
US9182A,Improvement in grain and grass harvesters 
US9183A,Carriage 
US9184A,photo-lithtf 
US9185A,Method of converting reciprocating into rotary motion 
US9186A,kingsland 
US9187A,Improvement in reducing gold mineral 
US9188A,Loom for weaving pile fabrics 
US9189A,Kailroad-car bbake 
US9190A,County 
US9191A,Island 
US9192A,Mill-dress 
US9193A,Ventilator 
US9194A,Pile-cutting machineby 
US9195A,Machine for making wrought-iron railroad-chairs 
US9196A,To joseph leeds 
US9197A,Improvement in cotton-presses 
US9198A,Heeetial truss 
US9200A,Artificial leg 
US9201A,Neck-yoke for horses 
US9202A,Artificial leg 
US9203A,Bedstead-fastening 
US9204A,Hot-air furnace 
US9205A,Hat-bodies 
US9206A,Samuel whitmarsh 
US9207A,Currier s beam and knife 
US9208A,Improvement in processes for making paints 
US9209A,Ekasmus smith 
US9210A,Ythstfttttl 
US9211A,Improvement in bill-registers 
US9212A,Cooking-stove 
US9213A,Instrument fob lasting boots 
US9214A,Machine fob cutting cheese 
US9215A,Bed for invalids 
US9216A,Instbtjment eok lasting boots 
US9217A,Charles latimer 
US9218A,Churn 
US9219A,Abutment-motion for reversible rotary engines 
US9220A,Machine fob 
US9221A,House-power 
US9222A,Thomas j 
US9223A,Improvement in threading pointed wood-screws 
US9224A,Bailboad-truck 
US9225A,Apparatus for 
US9226A,Mill foe mashing vegetables and mixing clay 
US9227A,Improved reverberatory furnace 
US9228A,Washboard 
US9229A,Holler saw-set 
US9230A,Improvement in kilns for pottery 
US9231A,Blind operator 
US9232A,John s 
US9233A,Improvement in oil-cans 
US9234A,Improvement in printing-presses 
US9235A,Jarvis t 
US9236A,Governor for steam-engines 
US9237A,John silvester 
US9238A,Brick-machine 
US9239A,Ebenezer winship 
US9240A,Improvement in electro-magnetic fire-alarms 
US9241A,Smoothing-iron 
US9242A,Machine fob making carriage-wheels 
US9243A,Refrigerator 
US9244A,Apparatus 
US9245A,Railboad-signal 
US9246A,Improvement in preserving india-rubber 
US9247A,Improvement in grain-harvesters 
US9248A,Manufactuke of common salt 
US9249A,Improvement in the manufacture of sulphuric acid 
US9250A,Improvement in the com position of enamels 
US9251A,Apparatus eob 
US9252A,Whiitletbee-hook 
US9253A,And harvey allen 
US9254A,Blowpipe fob 
US9255A,Improvement in preparing stone in imitation of marble 
US9256A,Method of making lamp-tops 
US9257A,Clothes-pin 
US9258A,Coltitectnsrg-joiltt por washing-machines or other 
US9259A,Printing-press 
US9260A,Improvement in lightning-rods 
US9261A,Smut-machine 
US9262A,l l i a m t 
US9263A,Shuttle-guide to looms 
US9264A,Machine foe 
US9265A,William moore 
US9266A,Ris peters co 
US9267A,Alaem-timepiece fob 
US9268A,Tuning-peg fob guitars 
US9269A,Cabvistg-machine 
US9270A,Improvement in coating iron with copper 
US9271A,Hand drilling-machine 
US9272A,Improvement in horse-collars 
US9273A,Portable wardrobe 
US9274A,Machinery for beveling the edges op skelps or 
US9275A,Improvement in rakes 
US9276A,James e 
US9277A,Crayon-rubber 
US9278A,Thomas peosseb 
US9279A,Improvement in galvanic clocks 
US9280A,Shoe and gaiter-boot 
US9281A,New yobk 
US9282A,Pianoforte- action 
US9283A,Throstle spinning-machine 
US9284A,Hazard knowles 
US9285A,Improvement in brick-kilns 
US9286A,Lath-machine 
US9287A,Sounding-board of pianofortes 
US9288A,Improved machinery for forming sheet-metal tubes 
US9289A,Begisteb fob omnibuses and fob otheb pubposes 
US9290A,Bellows for reed instruments 
US9291A,Improvement in electro-magnetic engines 
US9292A,poole 
US9293A,Grain-separator 
US9294A,O ooooooooooo 
US9295A,Hand printing-press 
US9296A,Improvement in seed-planters 
US9297A,Rotary stove-grate 
US9298A,Improvement in seed-planters 
US9299A,Spark-arrester 
US9300A,Beehive 
US9301A,Tjpbight pianoforte 
US9302A,Machine fob 
US9303A,Improved apparatus for puddling iron 
US9304A,mcdonald and jno 
US9305A,Pehtting-press 
US9306A,Expanding window-sash 
US9307A,William h 
US9308A,Method of priming firearms 
US9309A,Window-frame 
US9310A,Timepiece 
US9311A,Ltjcian a 
US9312A,Improved apparatus for heating feed-water of steam-boilers 
US9313A,Thomas barnett 
US9314A,Improvement in gang-plows 
US9315A,Improvement in sugar-boiling apparatus 
US9316A,Improvement in scumming apparatus for sugar-pans 
US9317A,Improvement in distilling apparatus 
US9318A,Egbert fotjlis 
US9319A,Mode oe making india-rubbeb 
US9320A,Improvement in electro-magnetic engines 
US9321A,Safety-valve 
US9322A,Improvement in double-seaming machines 
US9323A,Hominy-hill 
US9324A,Press for bundling elocculent and otheb substances 
US9325A,G-as-eegttlatoe 
US9326A,Gas-regulator 
US9327A,Gas-begrulatoe 
US9328A,Harness-saddletree 
US9329A,Apparatus for transporting trains on inclined planes of railroads 
US9330A,Grinding-mill 
US9331A,Expanding window-sash 
US9332A,Improvement in plow-fastening devices 
US9333A,Improvement in seed-planters 
US9334A,Burner for spirit-gas lamps 
US9335A,Packing wateb-wheels 
US9336A,Governor 
US9337A,Glass button 
US9338A,Improvement in sewing-machines 
US9339A,Improvement in spreading lime and manure 
US9340A,allen 
US9341A,Grain-separator 
US9342A,Printing-press 
US9343A,Improvement in seed-planters 
US9344A,Apparatus for 
US9345A,Improvement in water-wheels 
US9346A,Improvement in making soda-ash and carbonates of soda 
US9347A,Bedstead 
US9348A,Sash stopper and fastener 
US9349A,Liee-preseiiving seat 
US9350A,"Improved burglar-proof plates for doors, safe-walls "
US9351A,Mode of forming- crucibles and other articles of earthenware 
US9352A,Boot-crimp 
US9353A,Bit ob drill stock 
US9354A,Improvement in gilding daguerreotypes 
US9355A,Machine for making bags op paper 
US9356A,N-peters 
US9357A,Charles b 
US9358A,peters 
US9359A,Hosea h 
US9360A,Island 
US9361A,goffin 
US9362A,Improvement in constructing plows 
US9363A,Pile-wire and pincers for weaving pile fabrics 
US9364A,Edge-plane for ssoemakers 
US9365A,Improvement in sewing-machines 
US9366A,Improvement in vibrating propellers 
US9367A,Improvement in gas-meters 
US9368A,Saw-gtjffitmee 
US9369A,Manufacture of wire ferrules 
US9370A,Improvement in seed-planters 
US9371A,Cookzktgr-stove 
US9372A,Improvement in seed-planters 
US9373A,Improvement in seed-planters 
US9374A,Improvement in seed-planters 
US9375A,Ventilator 
US9376A,Vault and safe doobs 
US9377A,Mode of counterbalancing harnesses in looms 
US9378A,Itoxe 
US9379A,Peters 
US9380A,Improvement in sewing-machines 
US9381A,Improvement in hand seed-planters 
US9382A,Improvement in oil-presses 
US9383A,Printing-press 
US9384A,Improvement in marine signals 
US9385A,Turning-jaw vise 
US9386A,Saddle 
US9387A,Mode of throwing shuttles in looms 
US9388A,And obed king and ezra king 
US9389A,Steering submarine vessels 
US9390A,Horseshoe machineby 
US9391A,Twisting-tube foe 
US9392A,sayles 
US9393A,Cooking-range 
US9394A,Brick-machnsfe 
US9395A,Automatic fait 
US9396A,Gas-burner 
US9397A,Moody belknap 
US9398A,barnes 
US9399A,Improvement in seed-planters 
US9400A,Improvement in flax-pullers 
US9401A,John a 
US9402A,Island 
US9403A,Improvement in cotton-seed planters 
US9404A,Sash stopper and fastener 
US9405A,Blind and shutter 
US9406A,Improvement in tanning 
US9407A,Improvement in bottle-stoppers 
US9408A,Cylinder printing-press 
US9409A,richter 
US9410A,Improvement in printing-presses 
US9411A,Improvement in bracing and supporting card-teeth 
US9412A,Worth 
US9413A,Railroad-car seat 
US9414A,Improvement in cordage machinery 
US9415A,Drilling stoke 
US9416A,davis and nathan davis 
US9417A,Pincer for operating pile-wires 
US9418A,Improvement in spaces for setting type 
US9419A,Mode of generating- heat 
US9420A,Mode of fastening- the palings to the bails oe iron fences 
US9421A,Improvement in machinery for making wadding 
US9422A,Improvement in processes for preparing paints 
US9423A,Improvement in harvesters 
US9424A,Printing-press 
US9425A,Boot-tkee 
US9426A,ceagin 
US9427A,Whifeletree 
US9428A,John caswell 
US9429A,Attachment for converting the ordinary into a taper vise 
US9430A,Improvement in hoes 
US9431A,Mobtishstg-machine 
US9432A,Endless belt to threshing-machines 
US9433A,Improve me nt in the construction of plows 
US9434A,Eotaey knitting-machine 
US9435A,Rotary 
US9436A,Cooking-stove 
US9437A,Manufacture of stone and earthen ware 
US9438A,Improved machinery for bending pail-bails 
US9439A,Improvement in seed-planters 
US9440A,Saw-grummer 
US9441A,Drilling-machine 
US9442A,Francis degen 
US9443A,Phineas emmons 
US9444A,Hot-air furnace 
US9445A,Machinery for 
US9446A,Improvement in grain and grass harvesters 
US9447A,Improved galvanic battery 
US9448A,Smproved hinge for wioldersj flasks 
US9449A,Chair 
US9450A,Lansing e 
US9451A,Richard ketcham 
US9452A,Padlock 
US9453A,levy and c 
US9454A,Malttrfactu rim g woodem 
US9455A,Improvement 
US9456A,Shingle-machine 
US9457A,Scbew-dbjver 
US9458A,Improvement in reels for harvesters 
US9459A,Improvement in utilizing slags of furnaces 
US9460A,Improvement in machinery for making wood-screws 
US9461A,Improvement in linings for iron safes 
US9462A,Trip-hammer 
US9463A,Improvement in field-rollers for cutting stalks and weeds 
US9464A,Manufacture of ball-casters 
US9465A,Stone-pick 
US9466A,Bucket fob 
US9467A,Apparatus for treatment oe fractures 
US9468A,Improvement in seed-planters 
US9469A,Abeam clow 
US9470A,Straw-cutter 
US9471A,Island 
US9472A,Apparatus foe the cube of club-eeet 
US9473A,Improvement in plow-regulators 
US9474A,Spike-machine 
US9475A,Improvement in seed-planters 
US9476A,Improvement in grain and grass harvesters 
US9477A,Island 
US9478A,Improvement in machines for cutting whale-blubber 
US9479A,Improvement in rakes to grain-harvesters 
US9480A,Water-closet 
US9481A,Ventilator 
US9482A,Straw-cutter 
US9483A,Improvement in plows 
US9484A,hopkins 
US9485A,Grain thbesher abtd cleaner 
US9486A,Equalizing apparatus for engrletes which use steam expansively 
US9487A,Improvement in maize-harvesters 
US9488A,Cut-off-valve motion 
US9489A,Improvement in potato-diggers 
US9490A,Lamp fob locomotive-estgifes 
US9491A,Improvement in the manufacture of chromate of soda 
US9492A,Fulling-mill 
US9493A,Machine foe separating isow prom eurbtace-cierders 
US9494A,Steam flat-iron 
US9495A,Blasting-machine 
US9496A,Method of measuring cloth on the cloth-beam 
US9497A,Safety-lock 
US9498A,Parrel for yards of vessels 
US9499A,Method of obtaining gold 
US9500A,Winnowing-machine 
US9501A,Cal nicolas 
US9502A,Improvement in temples for looms 
US9503A,John p 
US9504A,Pierre saulnier 
US9505A,Improvement in magnetic printing-telec raphs 
US9506A,Machiiteiiy -eos 
US9507A,Shuttle for looms 
US9508A,Method of heading screw-blanks 
US9509A,Safety apparatus fob 
US9510A,Machinery foe 
US9511A,Improvement in d aguerreotypi ng 
US9512A,Improvement in machines foft hackling flax and hemp 
US9513A,Machine fob sawing stone 
US9514A,Improvement in self-winding telegraphic registers 
US9515A,Machine foe planing moldings 
US9516A,Machine foe 
US9517A,Grain-washer 
US9518A,John s 
US9519A,Improvement in hillside-plows 
US9520A,Hose-pipe 
US9521A,Lathe fob ttjkniktg ibbegulab fobms 
US9522A,Ore-washer 
US9523A,Improvement in potato-diggers 
US9524A,Tonguing and grooving machine 
US9525A,Printiwg-pbess 
US9526A,photo-litho 
US9527A,Improvement in bottle-stoppers 
US9528A,Improvement in rakes to harvesters 
US9529A,Nathan chapin 
US9530A,Improvement in porous cells for galvanic batteries 
US9531A,Improvement in scythe-fastenings 
US9532A,Mode of operating circular saws 
US9533A,Glass 
US9534A,haydbn 
US9535A,Improvement in manure-spreaders 
US9536A,Improvement in manufacturing copying-paper 
US9537A,Arrangement op screw-ctttting dies 
US9538A,Boilers 
US9539A,Improvement in smut-m ach ines 
US9540A,Operating the treadles oe looms 
US9541A,Bedstead-fastening 
US9542A,Dexter h 
US9543A,Saddle-tree 
US9544A,Driving cibcular saws 
US9545A,Harness-board for jacquabjd looms 
US9546A,Wool-condenses 
US9547A,Screw-cutting die 
